KG id,KG name,Sparql endpoint,SPARQL endpoint URL,Availability of RDF dump (metadata),Availability of RDF dump (query),URL for download the dataset,Inactive links,Age of data,Modification date,Percentage of data updated,Time elapsed since last modification,Historical updates,Languages (query),Languages (metadata),Serialization formats,Availability for download (query),Availability for download (metadata),Use HTTPS,Requires authentication,Average length of URIs (subject),Standard deviation lenght URIs (subject),Min length URIs (subject),25th percentile length URIs (subject),Median length URIs (subject),75th percentile length URIs (subject),Max length URIs (subject),Average length of URIs (predicate),Standard deviation lenght URIs (predicate),Min length URIs (predicate),25th percentile length URIs (predicate),Median length URIs (predicate),75th percentile length URIs (predicate),Max length URIs (predicate),Average length of URIs (object),Standard deviation lenght URIs (object),Min length URIs (object),25th percentile length URIs (object),Median length URIs (object),75th percentile length URIs (object),Max length URIs (object),Use RDF structures,License machine redeable (metadata),License machine redeable (query),License human redeable,Minimum latency,25th percentile latency,Median latency,75th percentile latency,Maximum latency,Average latency,Standard deviation of latency,Minimum throughput,25th percentile throughput,Median throughput,75th percentile throughput,Maximum throughput,Average throughput, Standard deviation of throughput, Number of triples (metadata),Number of triples (query),Number of entities,Number of entities counted with regex,Number of property,Dataset update frequency,Degree of connection,Clustering coefficient,Centrality,Number of samAs chains,External links,PageRank,Description,Dataset URL,Is on a trusted provider list,Trust value,Vocabularies,Author (query),Author (metadata),Contributor,Publisher,Sources,Signed, Number of triples,Number of triples linked,Interlinking completeness,New vocabularies defined in the dataset,New terms defined in the dataset,Number of labels/comments present on the data, Percentage of triples with labels,Regex uri,Presence of example,Number of blank nodes,Uses RDF structures,Deprecated classes/properties used,Entities as member of disjoint class,Triples with misplaced property problem,Triples with misplaced class problem,Ontology Hijacking problem,Undefined class used without declaration,Undefined properties used without declaration,Extensional conciseness,Intensional conciseness,Triples with empty annotation problem,Triples with white space in annotation(at the beginning or at the end),Triples with malformed data type literals problem,Functional properties with inconsistent values,Invalid usage of inverse-functional properties,Number of triples updated,Score,Normalized score,Limited,Offline dumps,Url file VoID,Availability VoID file,MinTPNoOff,MeanTPNoOff,MaxTPNoOff,sdTPNoOff,URIs Deferenceability,Availability score,Licensing score,Interlinking score,Performance score,Accuracy score,Consistency score,Conciseness score,Verifiability score,Reputation score,Believability score,Currency score,Volatility score,Completeness score,Amount of data score,Representational-Consistency score,Representational-Conciseness score,Understandability score,Interpretability score,Versatility score,Security score,SKOS mapping properties,U1-value,CS2-value,IN3-value,RC1-value,RC2-value,IN4-value,metadata-media-type,Availability of a common accepted Media Type,U5-value,PE2-value,PE3-value,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
archiveshub-linkeddata,Archives Hub Linked Data,offline,http://data.archiveshub.ac.uk/sparql,0,-,[],True,-,-,-,-,-,-,{},-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-zero,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,431088,-,-,-,-,-,2,0,"0,001",-,"['Name:uk-postcodes, value:5000']","7,714781786376002e-05","A sample dataset of descriptions of archive collections held on the Archives Hub, a UK aggregator, and output as Linked Data. 

The Hub Linked Data provides a perspective on the people, organisations, subjects and places connected with the archives that are described.  External links are provided to other datasets, such as the Virtual International Authority File and Library of Congress Subject Headings.

A stylesheet is available to convert EAD data (XML for archives) into RDF XML. 

http://data.archiveshub.ac.uk/",http://data.archiveshub.ac.uk,False,"0,75",-,-,False,-,-,Web:http://data.archiveshub.ac.uk Name:LOCAH project Email:,-,431088,5000,0.01,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,9.992,-,[],,VoID file absent,-,-,-,-,-,0.0,0.5,0.0,0,0.0,0.0,0.0,0.165,7.714781786376002e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['api/sparql', 'RDF']",No dump available,0,0,0,1,0,1,0.78,1,1,0.8,0,1,0.0,1,0.5,1,1,1,1,1.0,1,1,0,1,0.75,3.05
archivio-isma,Archivi ISMA,offline,http://dati.isma.roma.it/sparql/,0,-,[],True,-,-,-,-,-,-,{},-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"{'url': 'http://www.opendefinition.org/licenses/odc-by', 'type': 'odc-by', 'title': 'Open Data Commons Attribution License'}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05",absent,http://dati.isma.roma.it/home/linked.html,False,"0,75",-,-,"Name: Maas - Isma, Email:info@maas.ccr.it",-,-,Web:http://dati.isma.roma.it/home/linked.html Name:Maas - Isma Email:info@maas.ccr.it,-,0,0,0,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.083,8.325,-,[],,VoID file absent,-,-,-,-,-,0.0,0.0,0.0,0,0.0,0.0,0.0,0.33166666666666667,7.517666516313356e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['RDF', 'api/sparql', 'RDF']",No dump available,0,0,0,1,0,1,0.56,0,1,0.59,0,1,0.0,1,0.5,1,1,1,1,1.0,1,1,0,0,0.5,2.59
ariadne,ARIADNE,offline,http://data.ariadne-eu.org/sparql.tpl,-1,-,[],False,-,-,-,-,-,-,{},-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"{'url': 'http://www.opendefinition.org/licenses/cc-by', 'type': 'cc-by', 'title': 'Creative Commons Attribution'}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05",absent,Absent,False,"0,5",-,-,"Name: Enayat Rajabi, Email:enayat.rajabi@uah.es",-,-,Web:Absent Name:Enayat Rajabi Email:enayat.rajabi@uah.es,-,0,0,0,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.071,7.075,-,[],,VoID file absent,-,-,-,-,-,0.25,0.0,0.0,0,0.0,0.0,0.0,0.33166666666666667,7.517666516313356e-06,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,[],No dump available,0,0,0,1,0,1,0.44,0,1,0.57,0,1,0.0,1,0.5,1,1,0,1,0.75,0,1,0,0,0.25,2.07
aristotle-university,Aristotle University,-,,-1,-,[],False,-,-,-,-,-,-,absent,-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05",absent,http://swu.auth.gr/linked_data,False,"0,75",-,-,False,-,-,Web:http://swu.auth.gr/linked_data Name:Absent Email:swustaff@swu.auth.gr,-,0,0,0,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.075,7.492,-,[],,VoID file absent,-,-,-,-,-,0.25,0.0,0.0,0,0.0,0.0,0.0,0.165,7.517666516313356e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,[],No dump available,0,0,0,0,0,1,0.22,0,0,0.2,0,1,0.0,1,0.5,0,1,0,1,0.5,0,1,0,0,0.25,1.45
arrayexpress-e-afmx-1,"Transcription profiling of human, chimp and mouse brain",offline,http://purl.org/twc/arrayexpress/virtuoso/sparql,1,-,[],True,-,-,-,-,-,-,{},-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3014,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05","Microarray technologies allow the identification of large numbers of expression differences within and between species. Although environmental and physiological stimuli are clearly responsible for changes in the expression levels of many genes, it is not known whether the majority of changes of gene expression fixed during evolution between species and between various tissues within a species are caused by Darwinian selection or by stochastic processes. We find the following: (1) expression differences between species accumulate approximately linearly with time; (2) gene expression variation among individuals within a species correlates positively with expression divergence between species; (3) rates of expression divergence between species do not differ significantly between intact genes and expressed pseudogenes; (4) expression differences between brain regions within a species have accumulated approximately linearly with time since these regions emerged during evolution. These results suggest that the majority of expression differences observed between species are selectively neutral or nearly neutral and likely to be of little or no functional significance. Therefore, the identification of gene expression differences between species fixed by selection should be based on null hypotheses assuming functional neutrality. Furthermore, it may be possible to apply a molecular clock based on expression differences to infer the evolutionary history of tissues.",absent,False,"0,5",-,-,False,-,-,Web:absent Name:Endre Anderssen Email:endre.anderssen@gmail.com,-,3014,0,0.00,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,5.967,-,[],,VoID file absent,-,-,-,-,-,0.25,0.0,0.0,0,0.0,0.0,0.0,0.11,7.517666516313356e-06,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['meta/rdf-schema', 'api/sparql', 'meta/rdf-schema', 'meta/rdf-schema']",False,0,0,0,1,0,1,0.67,1,1,0.78,1,1,0.0,1,0.75,0,1,1,1,0.75,1,1,0,0,0.5,2.78
arrayexpress_e-afmx-4,Transcription profiling of mouse cell types and tissues (GNF/Novartis),-,,0,-,[],True,-,-,-,-,-,-,{},-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,0,"0,000",-,[],"7,517666516313356e-05",absent,absent,-,"0,5",-,-,False,-,-,Web:absent Name:absent Email:absent,-,0,0,0,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.042,4.167,-,[],,VoID file absent,-,-,-,-,-,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.517666516313356e-06,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,['api/sparql'],No dump available,0,0,0,1,0,1,0.22,0,1,0.54,0,1,0.0,1,0.5,0,0,1,1,0.5,1,1,0,0,0.5,2.04
arrayexpress_e-mtab-104,Transcription profiling of rat bladder after inoculation with bladder cancer cells,offline,http://purl.org/twc/arrayexpress/virtuoso/sparql,1,-,[],True,-,-,-,-,-,-,{},-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2613,-,-,-,-,-,1,0,"0,000",-,"['Name:bio2rdf-pubmed, value:1']","7,517668280772677e-05",Rat bladder cancer cells (AY-27 cell line) were inoculated intravesically into syngeneic female Fischer rats. The bladder was analyzed by histology and Affymetrix GeneChips and compared to bladders from sham operated and normal rats.,absent,False,"0,5",-,-,False,-,-,Web:absent Name:Endre Anderssen Email:endre.anderssen@gmail.com,-,2613,1,0.00,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.072,7.217,-,[],,VoID file absent,-,-,-,-,-,0.25,0.0,0.0,0,0.0,0.0,0.0,0.11,7.517668280772677e-06,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['RDF', '']",True,0,0,0,1,0,1,0.78,1,1,0.8,1,1,0.0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.05
artenuevosmedios-gnoss,Entornos interactivos. Arte en los nuevos medios (GNOSS),-,,1,-,[],True,-,-,-,-,-,-,{},-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://creativecommons.org/licenses/by-nc/2.0/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7736,-,-,-,-,-,6,"0,667","0,002",-,"['Name:nytimes-linked-open-data, value:620', 'Name:gnoss, value:76', 'Name:mismuseos-gnoss, value:205', 'Name:freebase, value:425', 'Name:geonames-semantic-web, value:4', 'Name:dbpedia, value:663']","7,814724897798621e-05","<p>
<a href=""http://red.gnoss.com/comunidad/Interactivos"">Entornos Interactivos. Arte en los nuevos medios</a>
 is a community promoted by Jaime Munárriz Ortiz, Professor and Associate Dean for Research and Graduate School of Fine Arts at the University Complutense of Madrid, for the subject Image Synthesis and Interactive Environments, of the Research Master in Art and Creation. The community works with 
<a href=""http://gnoss.com/"">GNOSS software (RIAM Intelearning Lab)</a>
. RIAM is a company that develops semantic technology for the creation of specialized networks and linked markets. Green Competitiveness offers a selection of 135 resources (November 2012). It includes a facet-based engine search and enriched contexts. Both are developments by GNOSS.
</p>

<p>
<a href=""http://red.gnoss.com/comunidad/Interactivos"">Entornos Interactivos. Arte en los nuevos medios</a>
 es una comunidad promovida por Jaime Munárriz Ortiz, profesor y Vicedecano de Investigación y Posgrado de la
<a href=""http://www.bellasartes.ucm.es/"">Facultad de Bellas Artes</a>
de la Universidad Complutense de Madrid, para la asignatura Imagen de Síntesis y Entornos Interactivos, del Máster en Investigación en Arte y Creación. La comunidad trabaja con software de 
<a href=""http://gnoss.com/"">GNOSS software (RIAM Intelearning Lab)</a>
. RIAM es una compañía que desarrolla tecnología semántica para la creación de redes especializadas y mercados enlazados. NextWeb ofrece en este caso una selección de 135 recursos (Noviembre 2012). Incluye un buscador facetado y contextos enriquecidos. Ambos son desarrollos de GNOSS.
</p>",http://gnoss.com/comunidad/Interactivos,False,"0,75",-,-,False,-,-,Web:http://gnoss.com/comunidad/Interactivos Name:GNOSS Team Email:gnoss@gnoss.com,-,7736,1993,0.26,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.112,11.242,-,[],,VoID file absent,-,-,-,-,-,0.25,0.5,0.0,0,0.0,0.0,0.0,0.165,7.81472489779862e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['meta/owl', 'meta/void']",False,0,0,0,1,0,1,0.78,1,1,0.8,1,1,0.0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
arthroscopy,Arthroscopy community,-,,1,-,[],True,-,-,-,-,-,-,{},-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://creativecommons.org/licenses/by-nc/2.0/,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62355,-,-,-,-,-,6,"0,533","0,002",-,"['Name:nytimes-linked-open-data, value:383', 'Name:gnoss, value:2', 'Name:freebase, value:6088', 'Name:geonames-semantic-web, value:223', 'Name:dblp-deusto-gnoss, value:789', 'Name:dbpedia, value:16245']","9,45850845351412e-05","<p> The arthroscopy community is the adecuate space for all those who take part on the arthroscopic surgical procedures of the locomotor system. Its meaning is to create and share knowledge concerning the answers to the current and effective matters on these kind of arthroscopic proceedings: surgical, anesthesic, rehabilitative or even organizing ones.</p>
<p>The arthroscopy community works with <a href=""http://gnoss.com/"">GNOSS software (RIAM Intelearning Lab)</a>. RIAM is a company that develops semantic technology for the creation of specialized networks and linked markets. It includes a facet-based search engine and enriched contexts. Both are developments by GNOSS.</p>

<p> Portal de Artroscopia es un espacio de aprendizaje para todas las personas que participan en los procedimientos quirúrgicos artroscópicos del aparato locomotor. El propósito es generar y compartir conocimiento sobre las soluciones a los problemas reales y concretos en este tipo procedimientos, sean estos quirúrgicos, de anestesia, de rehabilitación o de organización. </p><p> Portal de Artroscopia trabaja con <a href=""http://gnoss.com/"">software de GNOSS (RIAM Intelearning Lab)</a>. RIAM es una compañía que desarrolla tecnología semántica para la creación de redes especializadas y mercados enlazados. El proyecto Incluye un buscador facetado y contextos enriquecidos. Ambos son desarrollos de GNOSS.
</p>",http://gnoss.com/comunidad/Arthroscopy,False,"0,75",-,-,False,-,-,Web:http://gnoss.com/comunidad/Arthroscopy Name:GNOSS Team Email:gnoss@gnoss.com,-,62355,23730,0.38,-,-,-,-,-,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.112,11.242,-,[],,VoID file absent,-,-,-,-,-,0.25,0.5,0.0,0,0.0,0.0,0.0,0.165,9.458508453514121e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['meta/owl', 'meta/void']",False,0,0,0,1,0,1,0.78,1,1,0.8,1,1,0.0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
ASCDC-_NTM-Formosan-Aborigines,The National Taiwan Museum's Formosan Aborigines Collections Digitizing Project (NTM-Formosan-Aborigines),Restricted access to the endpoint,,0,-,[],True,-,-,-,-,-,-,absent,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-zero,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118549,-,-,-,-,-,3,"0,333","0,001",-,"['Name:getty-aat, value:7258', 'Name:dbpedia, value:4427', 'Name:viaf, value:4177']","0,00012658958595012314","The LOD dataset of ASCDC_The National Taiwan Museum's Formosan Aborigines Collections Digitizing Project (NTM- Formosan-Aborigines) was created by the Academia Sinica Center for Digital Cultures (ASCDC) and based on the metadata from “The National Taiwan Museum's Formosan Aborigines Collections Digitizing Project” (國立台灣博物館原住民文物典藏數位化計畫) in the “Taiwan Union Catalog” (數位典藏與數位學習聯合目錄, https://catalog.digitalarchives.tw/Organization/List.jsp?CID=38973). Originally, the metadata was established by the History & Ethnic Groups of National Taiwan Museum (NTM, 國立台灣博物館) in Taipei. It provides information on Taiwanese indigenous people’s cultural heritages collected by the NTM and can serve as a database for the study of the indigenous people in Taiwan. Containing 3,767 data records and 118,549 triples, the textual content within the LOD dataset is licensed under the Creative Commons Attribution (CC 0), while the rights of the digitized item are reserved by the National Taiwan Museum.",https://data.ascdc.tw/en/data.php,False,"0,75",-,-,"Name: absent, email: luluyen1210@gmail.com",-,-,"Web:https://data.ascdc.tw/en/data.php Name:Dr. Shu-Jiun Sophy Chen (Academia Sinica Center for Digital Cultures, Taiwan R.O.C.) Email:sophy@gate.sinica.edu.tw",-,118549,15862,0.13,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.096,9.575,-,"['https://data.ascdc.tw/en/index.php', 'https://data.ascdc.tw/dataset/ASCDC-Formosan-Aborigines.ttl']",,VoID file absent,-,-,-,-,-,0.0,0.5,0.0,0,0.0,0.0,0.0,0.33166666666666667,1.2658958595012314e-05,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['text/html; charset=UTF-8', 'text/html; charset=UTF-8', 'text/html', 'XML, JSON, TTL, CSV.', 'ttl']",No dump available,0,0,0,1,0,1,0.67,1,1,0.78,0,1,0.0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
ASCDC-AS-NTUE-School-Art-Textbooks,Archive of the Art Textbooks of Elementary and Public Schools in the Japanese Colonial Period (AS-NTUE-School-Art-Textbooks),Restricted access to the endpoint,,0,-,[],True,-,-,-,-,-,-,absent,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-zero,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,3,"0,333","0,001",-,"['Name:getty-aat, value:2930', 'Name:dbpedia, value:2611', 'Name:viaf, value:2421']","9,617127445894403e-05","The LOD dataset of ASCDC_Archive of the Art Textbooks of Elementary and Public Schools in the Japanese Colonial Period (AS-NTUE-School-Art-Textbooks) was created by the Academia Sinica Center for Digital Cultures (ASCDC) and based on the metadata from the “Archive of the Art Textbooks of Elementary and Public Schools in the Japanese Colonial Period” (日治時代台灣小公學校美術教課書數位典藏收集計畫) in the “Taiwan Union Catalog” (數位典藏與數位學習聯合目錄, https://catalog.digitalarchives.tw/Organization/List.jsp?CID=55514). Originally, the metadata was established by the National Taipei University of Education Department of Digital Technology Design (國立臺北教育大學數位科技設計學系) in Taiwan (ROC). It provides information on the art textbooks of elementary schools published during Japanese Rule and can serve as a database for the study of Taiwan’s art education in the public schools of the early 20th century. Containing 1,849 data records and 59,209 triples, the textual content within the LOD dataset is licensed under the Creative Commons Attribution (CC 0), while the digitized items are under CC-BY-NC-SA.",https://data.ascdc.tw/en/data.php,False,"0,75",-,-,"Name: absent, email: tnh2045@gmail.com",-,-,"Web:https://data.ascdc.tw/en/data.php Name:Dr. Shu-Jiun Sophy Chen (Academia Sinica Center for Digital Cultures, Taiwan R.O.C.) Email:sophy@gate.sinica.edu.tw",-,0,7962,0,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.096,9.575,-,"['https://data.ascdc.tw/en/index.php', 'http://data.ascdc.tw/dataset/ASCDC-School-Art-Textbook.ttl']",,VoID file absent,-,-,-,-,-,0.0,0.5,0.0,0,0.0,0.0,0.0,0.33166666666666667,9.617127445894403e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['text/html', 'XML, JSON, TTL, CSV.', 'ttl']",No dump available,0,0,0,1,0,1,0.67,1,1,0.78,0,1,0.0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
ASCDC-AS-TFD-Fish-Species,Taiwan Fauna Database Research: Taiwan Digital Fish Species Database (AS-TFD-Fish-Species),Restricted access to the endpoint,,0,-,[],True,-,-,-,-,-,-,absent,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-zero,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1477259,-,-,-,-,-,4,"0,333","0,002",-,"['Name:getty-aat, value:7899', 'Name:dbpedia, value:35856', 'Name:geonames-semantic-web, value:24435', 'Name:viaf, value:80987']","0,00015242304866658842","The LOD dataset of ASCDC_Taiwan Fauna Database Research: Taiwan Digital Fish Species Database (AS-TFD-Fish-Species) was created by the Academia Sinica Center for Digital Cultures (ASCDC) and based on the metadata from the “Taiwan fauna database research: Taiwan digital fish species database” (臺灣動物相典藏之研究：臺灣魚類相之數位典藏) in the “Taiwan Union Catalog” (數位典藏與數位學習聯合目錄, https://catalog.digitalarchives.tw/Organization/List.jsp?CID=17509). Originally, the metadata was established by the Biodiversity Research Center, Academia Sinica (中央研究院生物多樣性研究中心) in Taiwan (ROC). It provides information on the fish species data collected by the Biodiversity Research Center at the Academia Sinica and can serve as database for the study of fish species in the coastal waters in and around the Taiwan Island. Containing 41,861 data records and 1,477,259 triples, the textual content within the LOD dataset is licensed under the Creative Commons Attribution (CC 0), while the digitized items are under CC-BY-NC-SA.",https://data.ascdc.tw/en/data.php,False,"0,75",-,-,"Name: absent, email: luluyen1210@gmail.com",-,-,"Web:https://data.ascdc.tw/en/data.php Name:Dr. Shu-Jiun Sophy Chen (Academia Sinica Center for Digital Cultures, Taiwan R.O.C.) Email:sophy@gate.sinica.edu.tw",-,1477259,149177,0.10,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.096,9.575,-,"['https://data.ascdc.tw/en/index.php', 'https://data.ascdc.tw/dataset/ASCDC-TFD-Fish-Species.ttl']",,VoID file absent,-,-,-,-,-,0.0,0.5,0.0,0,0.0,0.0,0.0,0.33166666666666667,1.5242304866658842e-05,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['text/html; charset=UTF-8', 'text/html; charset=UTF-8', 'text/html', 'XML, JSON, TTL, CSV.', 'ttl']",No dump available,0,0,0,1,0,1,0.67,1,1,0.78,0,1,0.0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
ASCDC-CRB,Database of Chinese Rare Books (CRB),Restricted access to the endpoint,,0,-,[],True,-,-,-,-,-,-,absent,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://www.opendefinition.org/licenses/cc-zero,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,140638,-,-,-,-,-,4,0,"0,002",-,"['Name:getty-aat, value:1911', 'Name:getty-tgn, value:30', 'Name:ASCDC - DNB, value:39', 'Name:loc, value:90']","8,974261411233123e-05","The LOD dataset of ASCDC_Database of Chinese Rare Books (CRB) was created by the Academia Sinica Center for Digital Cultures (ASCDC) and based on the metadata from the online database of the “Digital Library of Chinese Rare Books” (古漢籍善本數位化資料庫, http://rarebookdl.ihp.sinica.edu.tw/rarebook/Search/index.jsp). This digital library was established and maintained by the Fu Ssu-nien Library at the Institute of History and Philology, Academia Sinica, Taipei, Taiwan (ROC). The data includes titles and information on more than 900 Chinese rare books and manuscripts collected by the Library of Congress, Princeton University Library, Harvard–Yenching Library and Fu Ssu-nien Library. Containing 39,911 data records and 140,638 triples, the textual content within the LOD dataset is licensed under the Creative Commons Attribution (CC0), while the digital images are under the CC-BY-NC-SA 3.0 license.",https://data.ascdc.tw/en/data.php,False,"0,75",-,-,"Name: absent, email: luluyen1210@gmail.com",-,-,"Web:https://data.ascdc.tw/en/data.php Name:Dr. Shu-Jiun Sophy Chen (Academia Sinica Center for Digital Cultures, Taiwan R.O.C.) Email:sophy@gate.sinica.edu.tw",-,140638,2070,0.01,-,-,-,-,-,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.096,9.575,-,"['https://data.ascdc.tw/en/index.php', 'https://data.ascdc.tw/dataset/ASCDC-CRB.ttl']",,VoID file absent,-,-,-,-,-,0.0,0.5,0.0,0,0.0,0.0,0.0,0.33166666666666667,8.974261411233123e-06,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-,0,0,0.0,0,0,0,"['text/html; charset=UTF-8', 'text/html; charset=UTF-8', 'text/html; charset=UTF-8', 'text/html', 'XML, JSON, TTL, CSV.', 'ttl']",No dump available,0,0,0,1,0,1,0.67,1,1,0.78,0,1,0.0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
